popularity,budget,revenue,original_title,runtime,release_year
1.646664,14624286.06433502,39826896.07685228,Spooks: The Greater Good,104.0,1970-01-01 00:00:00.000002015
1.532997,30000000.0,49263404.0,Entourage,104.0,1970-01-01 00:00:00.000002015
1.510096,23000000.0,79799880.0,The Wedding Ringer,101.0,1970-01-01 00:00:00.000002015
1.499614,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93.0,1970-01-01 00:00:00.000002015
1.495112,5000000.0,98450062.0,The Visit,94.0,1970-01-01 00:00:00.000002015
1.48324599999999,53000000.0,99775678.0,Black Mass,122.0,1970-01-01 00:00:00.000002015
1.449072,8900000.0,50136.0,Heist,93.0,1970-01-01 00:00:00.000002015
1.448002,15000000.0,61548707.0,Krampus,98.0,1970-01-01 00:00:00.000002015
1.443406,20000000.0,208588.0,Dark Places,113.0,1970-01-01 00:00:00.000002015
1.41239,5000000.0,54418872.0,No Escape,103.0,1970-01-01 00:00:00.000002015
1.40805,700000.0,17986781.0,Dope,103.0,1970-01-01 00:00:00.000002015
1.388251,28000000.0,28208085.0,American Ultra,96.0,1970-01-01 00:00:00.000002015
1.388032,11000000.0,61619773.0,Woman in Gold,120.0,1970-01-01 00:00:00.000002015
1.38032,14624286.06433502,39826896.07685228,The Scorpion King: The Lost Throne,105.0,1970-01-01 00:00:00.000002015
1.376605,30000000.0,105011053.0,Sisters,118.0,1970-01-01 00:00:00.000002015
1.360926,12000000.0,32248241.0,Project Almanac,106.0,1970-01-01 00:00:00.000002015
1.360827,14624286.06433502,5189646.0,Absolutely Anything,85.0,1970-01-01 00:00:00.000002015
1.355822,25000000.0,72629670.0,The Transporter Refueled,96.0,1970-01-01 00:00:00.000002015
1.345982,55000000.0,74679822.0,Crimson Peak,119.0,1970-01-01 00:00:00.000002015
1.342839,14624286.06433502,39826896.07685228,Everly,90.0,1970-01-01 00:00:00.000002015
1.338481,14800000.0,122413057.0,Magic Mike XXL,115.0,1970-01-01 00:00:00.000002015
1.338322,10000000.0,78099553.0,Paranormal Activity: The Ghost Dimension,88.0,1970-01-01 00:00:00.000002015
1.329702,14624286.06433502,229094.0,Slow West,84.0,1970-01-01 00:00:00.000002015
1.316239,15000000.0,8235661.0,Trumbo,124.0,1970-01-01 00:00:00.000002015
1.315266,19500000.0,32189727.0,Secret in Their Eyes,111.0,1970-01-01 00:00:00.000002015
1.29314,14624286.06433502,2500431.0,Mistress America,84.0,1970-01-01 00:00:00.000002015
1.291013,74000000.0,311594032.0,The SpongeBob Movie: Sponge Out of Water,93.0,1970-01-01 00:00:00.000002015
1.284541,14624286.06433502,4719695.0,True Story,100.0,1970-01-01 00:00:00.000002015
1.278928,20000000.0,43967255.0,Max,111.0,1970-01-01 00:00:00.000002015
1.25358,14624286.06433502,59700000.0,Shaun the Sheep Movie,85.0,1970-01-01 00:00:00.000002015
1.251681,11000000.0,39826896.07685228,Louder Than Bombs,109.0,1970-01-01 00:00:00.000002015
1.245224,14624286.06433502,1702433.0,A Perfect Day,106.0,1970-01-01 00:00:00.000002015
1.225325,40000000.0,10664749.0,The Gunman,115.0,1970-01-01 00:00:00.000002015
1.191138,1000000.0,62882090.0,Unfriended,82.0,1970-01-01 00:00:00.000002015
1.178831,35000000.0,51680201.0,Hot Pursuit,87.0,1970-01-01 00:00:00.000002015
1.164724,10000000.0,104303851.0,Insidious: Chapter 3,97.0,1970-01-01 00:00:00.000002015
1.161812,14624286.06433502,118483.0,Z for Zachariah,97.0,1970-01-01 00:00:00.000002015
1.144808,14624286.06433502,39826896.07685228,Dragonheart 3: The Sorcerer's Curse,97.0,1970-01-01 00:00:00.000002015
1.142518,6000000.0,41387687.0,The Lady in the Van,104.0,1970-01-01 00:00:00.000002015
1.138395,40000000.0,34227298.0,Victor Frankenstein,109.0,1970-01-01 00:00:00.000002015
1.128081,14624286.06433502,39826896.07685228,Brothers of the Wind,98.0,1970-01-01 00:00:00.000002015
1.125239,8000000.0,3759286.0,Anomalisa,90.0,1970-01-01 00:00:00.000002015
1.073349,1800000.0,39826896.07685228,Bone Tomahawk,132.0,1970-01-01 00:00:00.000002015
1.065888,14624286.06433502,17671101.0,Regression,106.0,1970-01-01 00:00:00.000002015
1.063055,14624286.06433502,39826896.07685228,Pawn Sacrifice,114.0,1970-01-01 00:00:00.000002015
1.046518,14624286.06433502,11472454.0,The Man Who Knew Infinity,108.0,1970-01-01 00:00:00.000002015
1.041922,20000000.0,39826896.07685228,Momentum,96.0,1970-01-01 00:00:00.000002015
1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,102.0,1970-01-01 00:00:00.000002015
1.036825,14624286.06433502,39826896.07685228,Pay the Ghost,94.0,1970-01-01 00:00:00.000002015
1.02762,14624286.06433502,39826896.07685228,The Voices,101.0,1970-01-01 00:00:00.000002015
1.021441,14624286.06433502,3643591.0,Last Knights,115.0,1970-01-01 00:00:00.000002015
1.008474,12000000.0,39826896.07685228,Il racconto dei racconti,125.0,1970-01-01 00:00:00.000002015
1.007054,11000000.0,27391084.0,Irrational Man,95.0,1970-01-01 00:00:00.000002015
0.973316,15000000.0,39826896.07685228,Queen of the Desert,128.0,1970-01-01 00:00:00.000002015
0.956096,18000000.0,41325328.0,Ricki and the Flash,100.0,1970-01-01 00:00:00.000002015
0.953647,14624286.06433502,39826896.07685228,Miss You Already,112.0,1970-01-01 00:00:00.000002015
0.953046,630019.0,39826896.07685228,Kung Fury,31.0,1970-01-01 00:00:00.000002015
0.950793,12000000.0,60273173.0,The Perfect Guy,100.0,1970-01-01 00:00:00.000002015
0.938432,14624286.06433502,1936524.0,A Bigger Splash,120.0,1970-01-01 00:00:00.000002015
0.93762,10000000.0,7587485.0,While We're Young,97.0,1970-01-01 00:00:00.000002015
0.927339,40000000.0,106511453.0,Get Hard,100.0,1970-01-01 00:00:00.000002015
0.91704,14624286.06433502,39826896.07685228,Kidnapping Mr. Heineken,95.0,1970-01-01 00:00:00.000002015
0.913085,60000000.0,39826896.07685228,The Ridiculous 6,119.0,1970-01-01 00:00:00.000002015
0.90686,14624286.06433502,39826896.07685228,Kill Me Three Times,90.0,1970-01-01 00:00:00.000002015
0.906036,25000000.0,24902723.0,The 33,120.0,1970-01-01 00:00:00.000002015
0.898295999999999,14000000.0,16002420.0,Suffragette,106.0,1970-01-01 00:00:00.000002015
0.894477,14624286.06433502,39826896.07685228,45 Years,95.0,1970-01-01 00:00:00.000002015
0.880937999999999,6000000.0,11122090.0,We Are Your Friends,96.0,1970-01-01 00:00:00.000002015
0.880268,14624286.06433502,6075.0,Barely Lethal,96.0,1970-01-01 00:00:00.000002015
0.874641,14624286.06433502,13192457.0,Macbeth,113.0,1970-01-01 00:00:00.000002015
0.872149,14624286.06433502,16775.0,Extraction,83.0,1970-01-01 00:00:00.000002015
0.861179,14624286.06433502,39826896.07685228,Jenny's Wedding,94.0,1970-01-01 00:00:00.000002015
0.848748,14624286.06433502,39826896.07685228,Descendants,112.0,1970-01-01 00:00:00.000002015
0.843174,14624286.06433502,39826896.07685228,Tumbledown,105.0,1970-01-01 00:00:00.000002015
0.842202,14624286.06433502,30229977.0,Far from the Madding Crowd,119.0,1970-01-01 00:00:00.000002015
0.836940999999999,14624286.06433502,3002884.0,The End of the Tour,106.0,1970-01-01 00:00:00.000002015
0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,122.0,1970-01-01 00:00:00.000002015
0.829111,20000000.0,6420319.0,Little Boy,106.0,1970-01-01 00:00:00.000002015
0.821443,14624286.06433502,39826896.07685228,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48.0,1970-01-01 00:00:00.000002015
0.820691,14624286.06433502,1986615.0,Remember,94.0,1970-01-01 00:00:00.000002015
0.814206,37000000.0,26250020.0,Aloha,105.0,1970-01-01 00:00:00.000002015
0.813893,26000000.0,39826896.07685228,Accidental Love,100.0,1970-01-01 00:00:00.000002015
0.810667,14624286.06433502,39826896.07685228,Halo: The Fall of Reach,67.0,1970-01-01 00:00:00.000002015
0.795762,28000000.0,7002261.0,Our Brand Is Crisis,108.0,1970-01-01 00:00:00.000002015
0.792471,14624286.06433502,39826896.07685228,Into the Forest,101.0,1970-01-01 00:00:00.000002015
0.787968999999999,14624286.06433502,231737.0,The Invitation,100.0,1970-01-01 00:00:00.000002015
0.781809,14624286.06433502,39826896.07685228,The Benefactor,90.0,1970-01-01 00:00:00.000002015
0.773909,14624286.06433502,39826896.07685228,Open Season: Scared Silly,85.0,1970-01-01 00:00:00.000002015
0.77107,14624286.06433502,134552.0,Cop Car,86.0,1970-01-01 00:00:00.000002015
0.768138,14624286.06433502,39826896.07685228,Mojave,93.0,1970-01-01 00:00:00.000002015
0.758133,14624286.06433502,3214116.0,Sleeping with Other People,100.0,1970-01-01 00:00:00.000002015
0.747541,11000000.0,39826896.07685228,Forsaken,90.0,1970-01-01 00:00:00.000002015
0.738404,14624286.06433502,8413144.0,Amy,128.0,1970-01-01 00:00:00.000002015
0.7299,14624286.06433502,39826896.07685228,Madame Bovary,118.0,1970-01-01 00:00:00.000002015
0.719407,14624286.06433502,39826896.07685228,The Hallow,97.0,1970-01-01 00:00:00.000002015
0.714131,14624286.06433502,39826896.07685228,Barbie in Princess Power,74.0,1970-01-01 00:00:00.000002015
0.707355,14624286.06433502,39826896.07685228,Howl,89.0,1970-01-01 00:00:00.000002015
0.706023,7000000.0,573335.0,Freeheld,103.0,1970-01-01 00:00:00.000002015
0.701369999999999,14624286.06433502,39826896.07685228,Man Up,88.0,1970-01-01 00:00:00.000002015
0.699932,3000000.0,695269.0,Love,134.0,1970-01-01 00:00:00.000002015
0.69957,9600000.0,2541554.0,Truth,121.0,1970-01-01 00:00:00.000002015
0.696184,14624286.06433502,39826896.07685228,Return to Sender,95.0,1970-01-01 00:00:00.000002015
0.690479,10000000.0,10835752.0,Danny Collins,107.0,1970-01-01 00:00:00.000002015
0.689578999999999,15000000.0,3020664.0,Rock the Kasbah,100.0,1970-01-01 00:00:00.000002015
0.689571,2240000.0,39826896.07685228,Fathers and Daughters,116.0,1970-01-01 00:00:00.000002015
0.673792,1000000.0,14444999.0,"Hello, My Name Is Doris",95.0,1970-01-01 00:00:00.000002015
0.669351,13000000.0,1784763.0,The Vatican Tapes,91.0,1970-01-01 00:00:00.000002015
0.661471,8000000.0,1411927.0,99 Homes,112.0,1970-01-01 00:00:00.000002015
0.661163,14000000.0,12314651.0,Hot Tub Time Machine 2,93.0,1970-01-01 00:00:00.000002015
0.654335,14624286.06433502,39826896.07685228,Knight of Cups,118.0,1970-01-01 00:00:00.000002015
0.654046,4000000.0,143101.0,Manglehorn,97.0,1970-01-01 00:00:00.000002015
0.649628,14624286.06433502,39826896.07685228,Mississippi Grind,108.0,1970-01-01 00:00:00.000002015
0.644786,14624286.06433502,39826896.07685228,400 Days,91.0,1970-01-01 00:00:00.000002015
0.640151,14624286.06433502,39826896.07685228,Lava,7.0,1970-01-01 00:00:00.000002015
0.638556999999999,14624286.06433502,39826896.07685228,Air,94.0,1970-01-01 00:00:00.000002015
0.633608,14624286.06433502,39826896.07685228,Riot,88.0,1970-01-01 00:00:00.000002015
0.629560999999999,14624286.06433502,39826896.07685228,Septembers of Shiraz,110.0,1970-01-01 00:00:00.000002015
0.607124,14624286.06433502,8034.0,Every Thing Will Be Fine,118.0,1970-01-01 00:00:00.000002015
0.606113,14624286.06433502,39826896.07685228,Extinction,110.0,1970-01-01 00:00:00.000002015
0.604928,14624286.06433502,39826896.07685228,The Childhood of a Leader,116.0,1970-01-01 00:00:00.000002015
0.602165,8000000.0,35991087.0,A Walk in the Woods,104.0,1970-01-01 00:00:00.000002015
0.599751,14624286.06433502,39826896.07685228,Clown,100.0,1970-01-01 00:00:00.000002015
0.599655,3300000.0,64110728.0,The Lazarus Effect,83.0,1970-01-01 00:00:00.000002015
0.589472,14624286.06433502,39826896.07685228,Batman vs. Robin,72.0,1970-01-01 00:00:00.000002015
0.586735,8000000.0,39826896.07685228,Careful What You Wish For,91.0,1970-01-01 00:00:00.000002015
0.584363,14624286.06433502,39826896.07685228,Racing Extinction,90.0,1970-01-01 00:00:00.000002015
0.577814,35000000.0,14431253.0,Unfinished Business,90.0,1970-01-01 00:00:00.000002015
0.570743999999999,2000000.0,45431.0,Lost River,95.0,1970-01-01 00:00:00.000002015
0.569443,14624286.06433502,39826896.07685228,Cobain: Montage of Heck,132.0,1970-01-01 00:00:00.000002015
0.561032,14624286.06433502,39826896.07685228,Hyena Road,120.0,1970-01-01 00:00:00.000002015
0.560743999999999,7000000.0,39826896.07685228,Criminal Activities,94.0,1970-01-01 00:00:00.000002015
0.560423,12000000.0,39826896.07685228,Life,112.0,1970-01-01 00:00:00.000002015
0.553238,14624286.06433502,45710059.0,"McFarland, USA",128.0,1970-01-01 00:00:00.000002015
0.548586999999999,14624286.06433502,39826896.07685228,Backtrack,90.0,1970-01-01 00:00:00.000002015
0.547827,14624286.06433502,39826896.07685228,X+Y,111.0,1970-01-01 00:00:00.000002015
0.546458,3000000.0,39826896.07685228,Home Sweet Hell,98.0,1970-01-01 00:00:00.000002015
0.542568,6000000.0,39826896.07685228,Ooops! Noah is Gone...,85.0,1970-01-01 00:00:00.000002015
0.5327,14624286.06433502,39826896.07685228,The Unspoken,90.0,1970-01-01 00:00:00.000002015
0.532239,14624286.06433502,39826896.07685228,Hot Girls Wanted,84.0,1970-01-01 00:00:00.000002015
0.532205,100000.0,42664410.0,The Gallows,87.0,1970-01-01 00:00:00.000002015
0.52985,14624286.06433502,39826896.07685228,Dirty Weekend,93.0,1970-01-01 00:00:00.000002015
0.527957,14624286.06433502,39826896.07685228,I Spit on Your Grave III: Vengeance is Mine,91.0,1970-01-01 00:00:00.000002015
0.526642,14624286.06433502,39826896.07685228,Experimenter,97.0,1970-01-01 00:00:00.000002015
0.524315,10000000.0,3334927.0,By the Sea,122.0,1970-01-01 00:00:00.000002015
0.52025,14624286.06433502,39826896.07685228,Woodlawn,123.0,1970-01-01 00:00:00.000002015
0.516954,14624286.06433502,39826896.07685228,The Hollow,90.0,1970-01-01 00:00:00.000002015
0.515401,14624286.06433502,39826896.07685228,Visions,80.0,1970-01-01 00:00:00.000002015
0.514735,14624286.06433502,1236094.0,Beyond the Mask,103.0,1970-01-01 00:00:00.000002015
0.513386,14624286.06433502,39826896.07685228,I Am Here,97.0,1970-01-01 00:00:00.000002015
0.50732,14624286.06433502,39826896.07685228,Wild Horses,100.0,1970-01-01 00:00:00.000002015
0.504827999999999,14624286.06433502,39826896.07685228,Pressure,91.0,1970-01-01 00:00:00.000002015
0.502489,14624286.06433502,39826896.07685228,Hidden,83.0,1970-01-01 00:00:00.000002015
0.497265,14624286.06433502,157768.0,Hell & Back,86.0,1970-01-01 00:00:00.000002015
0.486351,21000000.0,39826896.07685228,Robot Overlords,90.0,1970-01-01 00:00:00.000002015
0.482422,14624286.06433502,39826896.07685228,The Man with the Iron Fists 2,90.0,1970-01-01 00:00:00.000002015
0.47784,14624286.06433502,39826896.07685228,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,67.0,1970-01-01 00:00:00.000002015
0.476341,14624286.06433502,39826896.07685228,Crown for Christmas,84.0,1970-01-01 00:00:00.000002015
0.475473,14624286.06433502,39826896.07685228,Spare Parts,83.0,1970-01-01 00:00:00.000002015
0.474788,14624286.06433502,39826896.07685228,The World Made Straight,119.0,1970-01-01 00:00:00.000002015
0.474626,14624286.06433502,39826896.07685228,Last Shift,88.0,1970-01-01 00:00:00.000002015
0.473344,14624286.06433502,39826896.07685228,Frankenstein,89.0,1970-01-01 00:00:00.000002015
0.471393,14624286.06433502,39826896.07685228,Cartel Land,100.0,1970-01-01 00:00:00.000002015
0.471091,20000000.0,39826896.07685228,Superfast!,99.0,1970-01-01 00:00:00.000002015
0.470991,14624286.06433502,39826896.07685228,Moonwalkers,107.0,1970-01-01 00:00:00.000002015
0.470124,14624286.06433502,39826896.07685228,Chi-Raq,127.0,1970-01-01 00:00:00.000002015
0.467556,5300000.0,39826896.07685228,Bad Asses on the Bayou,85.0,1970-01-01 00:00:00.000002015
0.465707,14624286.06433502,13603453.0,Strange Magic,99.0,1970-01-01 00:00:00.000002015
0.46209,9000000.0,21571189.0,Black or White,121.0,1970-01-01 00:00:00.000002015
0.459597,14624286.06433502,39826896.07685228,Dead Rising,118.0,1970-01-01 00:00:00.000002015
0.454151,14624286.06433502,39826896.07685228,Deathgasm,86.0,1970-01-01 00:00:00.000002015
0.452939,14624286.06433502,39826896.07685228,Justice League: Gods and Monsters,76.0,1970-01-01 00:00:00.000002015
0.450872,13000000.0,1646788.0,I Saw the Light,123.0,1970-01-01 00:00:00.000002015
0.45016,14624286.06433502,316472.0,Good Kill,104.0,1970-01-01 00:00:00.000002015
0.444265,14624286.06433502,39826896.07685228,Southbound,89.0,1970-01-01 00:00:00.000002015
0.444193,14624286.06433502,39826896.07685228,Star Trek: Renegades,88.0,1970-01-01 00:00:00.000002015
0.443525,14624286.06433502,39826896.07685228,The Boy,110.0,1970-01-01 00:00:00.000002015
0.442835,14624286.06433502,39826896.07685228,Riley's First Date?,5.0,1970-01-01 00:00:00.000002015
0.442427,14624286.06433502,3286448.0,The Program,103.0,1970-01-01 00:00:00.000002015
0.442067,14624286.06433502,39826896.07685228,Lila & Eve,94.0,1970-01-01 00:00:00.000002015
0.441882,14624286.06433502,39826896.07685228,The Final Girls,91.0,1970-01-01 00:00:00.000002015
0.441402,14624286.06433502,39826896.07685228,He Never Died,99.0,1970-01-01 00:00:00.000002015
0.439597999999999,14624286.06433502,39826896.07685228,A Very Murray Christmas,56.0,1970-01-01 00:00:00.000002015
0.438409,14624286.06433502,39826896.07685228,Kill Your Friends,100.0,1970-01-01 00:00:00.000002015
0.437088,14624286.06433502,39826896.07685228,Battle For SkyArk,88.0,1970-01-01 00:00:00.000002015
0.435582,5000000.0,2333684.0,Jem and the Holograms,119.0,1970-01-01 00:00:00.000002015
0.433072999999999,14624286.06433502,39826896.07685228,The Adderall Diaries,105.0,1970-01-01 00:00:00.000002015
0.429892,10000000.0,39826896.07685228,Grizzly,94.0,1970-01-01 00:00:00.000002015
0.427116,14624286.06433502,39826896.07685228,Where to Invade Next,120.0,1970-01-01 00:00:00.000002015
